id,name,structure-id,structure-abbrev,structure-name,structure-color,strain,transgenic-line,gender,injection-coordinates,injection-volume,injection-structures,product-id,sum,num-voxels,selected,experiment_page_url
501004474,Emx1-IRES-Cre-212541,385,VISp,Primary visual area,08858C,"",Emx1-IRES-Cre,M,"[8300, 660, 3190]",0.356889,"[{""id""=>385, ""name""=>""Primary visual area"", ""abbreviation""=>""VISp"", ""color""=>""08858C""}, {""id""=>533, ""name""=>""posteromedial visual area"", ""abbreviation""=>""VISpm"", ""color""=>""08858C""}]",36,2.33285,493441,false,http://connectivity.brain-map.org/projection/experiment/501004474
146077302,378-1408,533,VISpm,posteromedial visual area,08858C,C57BL/6J,"",M,"[8360, 840, 7000]",0.061060,"[{""id""=>533, ""name""=>""posteromedial visual area"", ""abbreviation""=>""VISpm"", ""color""=>""08858C""}, {""id""=>894, ""name""=>""Retrosplenial area, lateral agranular part"", ""abbreviation""=>""RSPagl"", ""color""=>""1AA698""}]",5,2.32909,496477,false,http://connectivity.brain-map.org/projection/experiment/146077302
301210208,Gal-Cre_KI87-130247,867,PB,Parabrachial nucleus,FFAE6F,B6.Cg,Gal-Cre_KI87,F,"[10420, 4040, 6500]",0.044145,"[{""id""=>147, ""name""=>""Locus ceruleus"", ""abbreviation""=>""LC"", ""color""=>""FFC395""}, {""id""=>162, ""name""=>""Laterodorsal tegmental nucleus"", ""abbreviation""=>""LDT"", ""color""=>""FFC395""}, {""id""=>217, ""name""=>""Superior vestibular nucleus"", ""abbreviation""=>""SUV"", ""color""=>""FFB3D9""}, {""id""=>280, ""name""=>""Barrington's nucleus"", ""abbreviation""=>""B"", ""color""=>""FFBA86""}, {""id""=>350, ""name""=>""Subceruleus nucleus"", ""abbreviation""=>""SLC"", ""color""=>""FFC395""}, {""id""=>358, ""name""=>""Sublaterodorsal nucleus"", ""abbreviation""=>""SLD"", ""color""=>""FFC395""}, {""id""=>460, ""name""=>""Midbrain trigeminal nucleus"", ""abbreviation""=>""MEV"", ""color""=>""FF7AFF""}, {""id""=>867, ""name""=>""Parabrachial nucleus"", ""abbreviation""=>""PB"", ""color""=>""FFAE6F""}, {""id""=>898, ""name""=>""Pontine central gray"", ""abbreviation""=>""PCG"", ""color""=>""FFBA86""}]",5,2.32016,496525,false,http://connectivity.brain-map.org/projection/experiment/301210208
100142354,378-823,1037,POST,Postsubiculum,48C83C,C57BL/6J,"",M,"[9080, 1760, 7460]",0.086188,"[{""id""=>1037, ""name""=>""Postsubiculum"", ""abbreviation""=>""POST"", ""color""=>""48C83C""}, {""id""=>1084, ""name""=>""Presubiculum"", ""abbreviation""=>""PRE"", ""color""=>""59B947""}]",5,2.31928,496763,false,http://connectivity.brain-map.org/projection/experiment/100142354
112597496,378-1007,814,DP,Dorsal peduncular area,A4DAA4,C57BL/6J,"",M,"[3540, 4180, 5820]",0.120461,"[{""id""=>44, ""name""=>""Infralimbic area"", ""abbreviation""=>""ILA"", ""color""=>""59B363""}, {""id""=>589, ""name""=>""Taenia tecta"", ""abbreviation""=>""TT"", ""color""=>""62D09F""}, {""id""=>814, ""name""=>""Dorsal peduncular area"", ""abbreviation""=>""DP"", ""color""=>""A4DAA4""}]",5,2.31861,495934,false,http://connectivity.brain-map.org/projection/experiment/112597496
288171256,Tlx3-Cre_LURC-3603,1011,AUDd,Dorsal auditory area,019399,unknown,Tlx3-Cre_PL56,F,"[7200, 2420, 9570]",0.067937,"[{""id""=>378, ""name""=>""Supplemental somatosensory area"", ""abbreviation""=>""SSs"", ""color""=>""188064""}, {""id""=>1011, ""name""=>""Dorsal auditory area"", ""abbreviation""=>""AUDd"", ""color""=>""019399""}]",5,2.31564,492774,false,http://connectivity.brain-map.org/projection/experiment/288171256
174781014,378-1771,1020,PO,Posterior complex of the thalamus,FF909F,C57BL/6J,"",M,"[7340, 3850, 6790]",0.174707,"[{""id""=>218, ""name""=>""Lateral posterior nucleus of the thalamus"", ""abbreviation""=>""LP"", ""color""=>""FF909F""}, {""id""=>726, ""name""=>""Dentate gyrus"", ""abbreviation""=>""DG"", ""color""=>""7ED04B""}, {""id""=>1020, ""name""=>""Posterior complex of the thalamus"", ""abbreviation""=>""PO"", ""color""=>""FF909F""}]",5,2.30836,493338,false,http://connectivity.brain-map.org/projection/experiment/174781014
288169842,Tlx3-Cre_LURC-3598,985,MOp,Primary motor area,1F9D5A,unknown,Tlx3-Cre_PL56,M,"[3740, 2110, 6980]",0.100094,"[{""id""=>985, ""name""=>""Primary motor area"", ""abbreviation""=>""MOp"", ""color""=>""1F9D5A""}]",5,2.29649,488662,false,http://connectivity.brain-map.org/projection/experiment/288169842
277618762,378-1917,867,PB,Parabrachial nucleus,FFAE6F,C57BL/6J,"",M,"[10770, 4490, 6460]",0.341612,"[{""id""=>4, ""name""=>""Inferior colliculus"", ""abbreviation""=>""IC"", ""color""=>""FF7AFF""}, {""id""=>147, ""name""=>""Locus ceruleus"", ""abbreviation""=>""LC"", ""color""=>""FFC395""}, {""id""=>202, ""name""=>""Medial vestibular nucleus"", ""abbreviation""=>""MV"", ""color""=>""FFB3D9""}, {""id""=>217, ""name""=>""Superior vestibular nucleus"", ""abbreviation""=>""SUV"", ""color""=>""FFB3D9""}, {""id""=>280, ""name""=>""Barrington's nucleus"", ""abbreviation""=>""B"", ""color""=>""FFBA86""}, {""id""=>350, ""name""=>""Subceruleus nucleus"", ""abbreviation""=>""SLC"", ""color""=>""FFC395""}, {""id""=>358, ""name""=>""Sublaterodorsal nucleus"", ""abbreviation""=>""SLD"", ""color""=>""FFC395""}, {""id""=>460, ""name""=>""Midbrain trigeminal nucleus"", ""abbreviation""=>""MEV"", ""color""=>""FF7AFF""}, {""id""=>534, ""name""=>""Supratrigeminal nucleus"", ""abbreviation""=>""SUT"", ""color""=>""FFBA86""}, {""id""=>867, ""name""=>""Parabrachial nucleus"", ""abbreviation""=>""PB"", ""color""=>""FFAE6F""}, {""id""=>898, ""name""=>""Pontine central gray"", ""abbreviation""=>""PCG"", ""color""=>""FFBA86""}, {""id""=>1093, ""name""=>""Pontine reticular nucleus, caudal part"", ""abbreviation""=>""PRNc"", ""color""=>""FFBA86""}]",5,2.27904,491473,false,http://connectivity.brain-map.org/projection/experiment/277618762
294532700,Tlx3-Cre-123690,993,MOs,Secondary motor area,1F9D5A,unknown,Tlx3-Cre_PL56,F,"[2930, 2140, 6280]",0.070951,"[{""id""=>993, ""name""=>""Secondary motor area"", ""abbreviation""=>""MOs"", ""color""=>""1F9D5A""}]",5,2.27755,492877,false,http://connectivity.brain-map.org/projection/experiment/294532700
183617432,Htr2a-Cre-3437,985,MOp,Primary motor area,1F9D5A,unknown,Htr2a-Cre_KM207,M,"[4040, 1800, 6980]",0.251816,"[{""id""=>985, ""name""=>""Primary motor area"", ""abbreviation""=>""MOp"", ""color""=>""1F9D5A""}]",5,2.27005,488662,false,http://connectivity.brain-map.org/projection/experiment/183617432
113554719,378-1122,523,MPO,Medial preoptic area,FF5547,C57BL/6J,"",M,"[5350, 6400, 6100]",0.389441,"[{""id""=>88, ""name""=>""Anterior hypothalamic nucleus"", ""abbreviation""=>""AHN"", ""color""=>""FF4C3E""}, {""id""=>226, ""name""=>""Lateral preoptic area"", ""abbreviation""=>""LPO"", ""color""=>""F2483B""}, {""id""=>263, ""name""=>""Anteroventral preoptic nucleus"", ""abbreviation""=>""AVP"", ""color""=>""FF5547""}, {""id""=>272, ""name""=>""Anteroventral periventricular nucleus"", ""abbreviation""=>""AVPV"", ""color""=>""FF5547""}, {""id""=>342, ""name""=>""Substantia innominata"", ""abbreviation""=>""SI"", ""color""=>""A2B1D8""}, {""id""=>351, ""name""=>""Bed nuclei of the stria terminalis"", ""abbreviation""=>""BST"", ""color""=>""B3C0DF""}, {""id""=>515, ""name""=>""Medial preoptic nucleus"", ""abbreviation""=>""MPN"", ""color""=>""FF4C3E""}, {""id""=>523, ""name""=>""Medial preoptic area"", ""abbreviation""=>""MPO"", ""color""=>""FF5547""}, {""id""=>596, ""name""=>""Diagonal band nucleus"", ""abbreviation""=>""NDB"", ""color""=>""96A7D3""}, {""id""=>689, ""name""=>""Ventrolateral preoptic nucleus"", ""abbreviation""=>""VLPO"", ""color""=>""FF5547""}]",5,2.26605,493523,false,http://connectivity.brain-map.org/projection/experiment/113554719
309003780,C57BL/6-154703,385,VISp,Primary visual area,08858C,C57BL/6J,"",M,"[9000, 1500, 8210]",0.330591,"[{""id""=>385, ""name""=>""Primary visual area"", ""abbreviation""=>""VISp"", ""color""=>""08858C""}]",5,2.26430,493989,false,http://connectivity.brain-map.org/projection/experiment/309003780
162020630,Gad2-IRES-Cre-1133,795,PAG,Periaqueductal gray,FF90FF,B6.Cg,Gad2-IRES-Cre,M,"[9000, 3290, 5150]",0.755630,"[{""id""=>294, ""name""=>""Superior colliculus, motor related"", ""abbreviation""=>""SCm"", ""color""=>""FF90FF""}, {""id""=>795, ""name""=>""Periaqueductal gray"", ""abbreviation""=>""PAG"", ""color""=>""FF90FF""}]",5,2.25203,492091,false,http://connectivity.brain-map.org/projection/experiment/162020630
156979283,378-1597,531,MPT,Medial pretectal area,FF90FF,C57BL/6J,"",M,"[8010, 2810, 5710]",0.210107,"[{""id""=>186, ""name""=>""Lateral habenula"", ""abbreviation""=>""LH"", ""color""=>""FF909F""}, {""id""=>294, ""name""=>""Superior colliculus, motor related"", ""abbreviation""=>""SCm"", ""color""=>""FF90FF""}, {""id""=>483, ""name""=>""Medial habenula"", ""abbreviation""=>""MH"", ""color""=>""FF909F""}, {""id""=>531, ""name""=>""Medial pretectal area"", ""abbreviation""=>""MPT"", ""color""=>""FF90FF""}, {""id""=>634, ""name""=>""Nucleus of the posterior commissure"", ""abbreviation""=>""NPC"", ""color""=>""FF90FF""}, {""id""=>706, ""name""=>""Olivary pretectal nucleus"", ""abbreviation""=>""OP"", ""color""=>""FF90FF""}, {""id""=>795, ""name""=>""Periaqueductal gray"", ""abbreviation""=>""PAG"", ""color""=>""FF90FF""}, {""id""=>1061, ""name""=>""Posterior pretectal nucleus"", ""abbreviation""=>""PPT"", ""color""=>""FF90FF""}]",5,2.25092,491554,false,http://connectivity.brain-map.org/projection/experiment/156979283
263106751,Ntrk1-IRES-Cre-3514,149,PVT,Paraventricular nucleus of the thalamus,FF909F,B6;129,Ntrk1-IRES-Cre,M,"[6750, 3450, 5490]",0.109510,"[{""id""=>149, ""name""=>""Paraventricular nucleus of the thalamus"", ""abbreviation""=>""PVT"", ""color""=>""FF909F""}, {""id""=>362, ""name""=>""Mediodorsal nucleus of thalamus"", ""abbreviation""=>""MD"", ""color""=>""FF909F""}]",5,2.24866,496751,false,http://connectivity.brain-map.org/projection/experiment/263106751
113368085,378-1114,4,IC,Inferior colliculus,FF7AFF,C57BL/6J,"",M,"[10500, 2340, 6660]",0.354565,"[{""id""=>4, ""name""=>""Inferior colliculus"", ""abbreviation""=>""IC"", ""color""=>""FF7AFF""}]",5,2.24439,494906,false,http://connectivity.brain-map.org/projection/experiment/113368085
298757426,Rorb-IRES2-Cre-D_LURC-124653,409,VISl,Lateral visual area,08858C,B6.Cg,Rorb-IRES2-Cre,F,"[8460, 1580, 9020]",0.086800,"[{""id""=>402, ""name""=>""Anterolateral visual area"", ""abbreviation""=>""VISal"", ""color""=>""08858C""}, {""id""=>409, ""name""=>""Lateral visual area"", ""abbreviation""=>""VISl"", ""color""=>""08858C""}]",5,2.23101,496747,false,http://connectivity.brain-map.org/projection/experiment/298757426
495562600,Rbp4-Cre_KL100-202029,409,VISl,Lateral visual area,08858C,"",Rbp4-Cre_KL100,M,"[9130, 1960, 1930]",0.071433,"[{""id""=>409, ""name""=>""Lateral visual area"", ""abbreviation""=>""VISl"", ""color""=>""08858C""}]",35,2.22890,497098,false,http://connectivity.brain-map.org/projection/experiment/495562600
167569313,Etv1-CreERT2-2882,985,MOp,Primary motor area,1F9D5A,B6.Cg,Etv1-CreERT2,M,"[3710, 1970, 7000]",0.178582,"[{""id""=>985, ""name""=>""Primary motor area"", ""abbreviation""=>""MOp"", ""color""=>""1F9D5A""}]",5,2.22422,488662,false,http://connectivity.brain-map.org/projection/experiment/167569313
126908712,Slc6a5-Cre-319,429,SPVC,"Spinal nucleus of the trigeminal, caudal part",FFA5D2,unknown,Slc6a5-Cre_KF109,F,"[13100, 5460, 6330]",0.245728,"[{""id""=>429, ""name""=>""Spinal nucleus of the trigeminal, caudal part"", ""abbreviation""=>""SPVC"", ""color""=>""FFA5D2""}, {""id""=>711, ""name""=>""Cuneate nucleus"", ""abbreviation""=>""CU"", ""color""=>""FFA5D2""}, {""id""=>1098, ""name""=>""Medullary reticular nucleus, dorsal part"", ""abbreviation""=>""MDRNd"", ""color""=>""FFB3D9""}]",5,2.21901,496720,false,http://connectivity.brain-map.org/projection/experiment/126908712
304970618,Chrna2-Cre_OE25-138094,342,SI,Substantia innominata,A2B1D8,B6;FVB;ICR,Chrna2-Cre_OE25,M,"[6040, 5360, 7500]",0.197373,"[{""id""=>342, ""name""=>""Substantia innominata"", ""abbreviation""=>""SI"", ""color""=>""A2B1D8""}, {""id""=>536, ""name""=>""Central amygdalar nucleus"", ""abbreviation""=>""CEA"", ""color""=>""80C0E2""}, {""id""=>1022, ""name""=>""Globus pallidus, external segment"", ""abbreviation""=>""GPe"", ""color""=>""8599CC""}, {""id""=>1031, ""name""=>""Globus pallidus, internal segment"", ""abbreviation""=>""GPi"", ""color""=>""8599CC""}]",5,2.21341,494669,false,http://connectivity.brain-map.org/projection/experiment/304970618
175817683,Gal-Cre-1300,155,LD,Lateral dorsal nucleus of thalamus,FF909F,B6.Cg,Gal-Cre_KI87,F,"[6210, 3200, 6340]",0.124755,"[{""id""=>64, ""name""=>""Anterodorsal nucleus"", ""abbreviation""=>""AD"", ""color""=>""FF909F""}, {""id""=>155, ""name""=>""Lateral dorsal nucleus of thalamus"", ""abbreviation""=>""LD"", ""color""=>""FF909F""}, {""id""=>186, ""name""=>""Lateral habenula"", ""abbreviation""=>""LH"", ""color""=>""FF909F""}, {""id""=>218, ""name""=>""Lateral posterior nucleus of the thalamus"", ""abbreviation""=>""LP"", ""color""=>""FF909F""}, {""id""=>362, ""name""=>""Mediodorsal nucleus of thalamus"", ""abbreviation""=>""MD"", ""color""=>""FF909F""}, {""id""=>575, ""name""=>""Central lateral nucleus of the thalamus"", ""abbreviation""=>""CL"", ""color""=>""FF909F""}]",5,2.21141,495561,false,http://connectivity.brain-map.org/projection/experiment/175817683
304674547,Slc32a1-IRES-Cre-126621,194,LHA,Lateral hypothalamic area,F2483B,B6.129,Slc32a1-IRES-Cre,M,"[6860, 5750, 6360]",0.321111,"[{""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>356, ""name""=>""Preparasubthalamic nucleus"", ""abbreviation""=>""PST"", ""color""=>""F2483B""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}, {""id""=>830, ""name""=>""Dorsomedial nucleus of the hypothalamus"", ""abbreviation""=>""DMH"", ""color""=>""FF5547""}]",5,2.20564,494989,false,http://connectivity.brain-map.org/projection/experiment/304674547
127041832,378-1366,235,LRN,Lateral reticular nucleus,FFB3D9,C57BL/6J,"",M,"[11930, 6620, 5850]",0.261418,"[{""id""=>83, ""name""=>""Inferior olivary complex"", ""abbreviation""=>""IO"", ""color""=>""FFB3D9""}, {""id""=>235, ""name""=>""Lateral reticular nucleus"", ""abbreviation""=>""LRN"", ""color""=>""FFB3D9""}, {""id""=>307, ""name""=>""Magnocellular reticular nucleus"", ""abbreviation""=>""MARN"", ""color""=>""FFB3D9""}, {""id""=>978, ""name""=>""Paragigantocellular reticular nucleus, lateral part"", ""abbreviation""=>""PGRNl"", ""color""=>""FFB3D9""}, {""id""=>1048, ""name""=>""Gigantocellular reticular nucleus"", ""abbreviation""=>""GRN"", ""color""=>""FFB3D9""}, {""id""=>1107, ""name""=>""Medullary reticular nucleus, ventral part"", ""abbreviation""=>""MDRNv"", ""color""=>""FFB3D9""}]",5,2.20156,495166,false,http://connectivity.brain-map.org/projection/experiment/127041832
113887868,378-1142,385,VISp,Primary visual area,08858C,C57BL/6J,"",M,"[9970, 1090, 7850]",0.310428,"[{""id""=>385, ""name""=>""Primary visual area"", ""abbreviation""=>""VISp"", ""color""=>""08858C""}, {""id""=>425, ""name""=>""Posterolateral visual area"", ""abbreviation""=>""VISpl"", ""color""=>""08858C""}, {""id""=>879, ""name""=>""Retrosplenial area, dorsal part"", ""abbreviation""=>""RSPd"", ""color""=>""1AA698""}]",5,2.19154,491926,false,http://connectivity.brain-map.org/projection/experiment/113887868
287599685,Trib2-2A-CreERT2-D-3285,39,ACAd,"Anterior cingulate area, dorsal part",40A666,B6.129,Trib2-2A-CreERT2,F,"[4990, 1560, 5730]",0.139169,"[{""id""=>39, ""name""=>""Anterior cingulate area, dorsal part"", ""abbreviation""=>""ACAd"", ""color""=>""40A666""}, {""id""=>48, ""name""=>""Anterior cingulate area, ventral part"", ""abbreviation""=>""ACAv"", ""color""=>""40A666""}, {""id""=>993, ""name""=>""Secondary motor area"", ""abbreviation""=>""MOs"", ""color""=>""1F9D5A""}]",5,2.18860,490714,false,http://connectivity.brain-map.org/projection/experiment/287599685
304761539,Th-Cre_FI172-138637,128,MRN,Midbrain reticular nucleus,FF90FF,unknown,Th-Cre_FI172,M,"[8240, 5140, 6720]",0.121502,"[{""id""=>128, ""name""=>""Midbrain reticular nucleus"", ""abbreviation""=>""MRN"", ""color""=>""FF90FF""}, {""id""=>374, ""name""=>""Substantia nigra, compact part"", ""abbreviation""=>""SNc"", ""color""=>""FFA6FF""}, {""id""=>381, ""name""=>""Substantia nigra, reticular part"", ""abbreviation""=>""SNr"", ""color""=>""FF90FF""}, {""id""=>749, ""name""=>""Ventral tegmental area"", ""abbreviation""=>""VTA"", ""color""=>""FF90FF""}]",5,2.18549,493856,false,http://connectivity.brain-map.org/projection/experiment/304761539
298829455,Cux2-IRES-Cre-131049,409,VISl,Lateral visual area,08858C,B6.Cg,Cux2-IRES-Cre,F,"[9470, 2210, 8880]",0.251649,"[{""id""=>385, ""name""=>""Primary visual area"", ""abbreviation""=>""VISp"", ""color""=>""08858C""}, {""id""=>409, ""name""=>""Lateral visual area"", ""abbreviation""=>""VISl"", ""color""=>""08858C""}, {""id""=>425, ""name""=>""Posterolateral visual area"", ""abbreviation""=>""VISpl"", ""color""=>""08858C""}, {""id""=>312782628, ""name""=>""Postrhinal area"", ""abbreviation""=>""VISpor"", ""color""=>""08858C""}]",5,2.18313,492539,false,http://connectivity.brain-map.org/projection/experiment/298829455
303614706,Tlx3-Cre-135574,345,SSp-m,"Primary somatosensory area, mouth",188064,unknown,Tlx3-Cre_PL56,F,"[4950, 2220, 8520]",0.062654,"[{""id""=>345, ""name""=>""Primary somatosensory area, mouth"", ""abbreviation""=>""SSp-m"", ""color""=>""188064""}, {""id""=>353, ""name""=>""Primary somatosensory area, nose"", ""abbreviation""=>""SSp-n"", ""color""=>""188064""}, {""id""=>369, ""name""=>""Primary somatosensory area, upper limb"", ""abbreviation""=>""SSp-ul"", ""color""=>""188064""}]",5,2.18007,490731,false,http://connectivity.brain-map.org/projection/experiment/303614706
184168899,Grp-Cre-76,104,AId,"Agranular insular area, dorsal part",219866,B6;FVB;ICR,Grp-Cre_KH288,M,"[3890, 4350, 8340]",0.148445,"[{""id""=>104, ""name""=>""Agranular insular area, dorsal part"", ""abbreviation""=>""AId"", ""color""=>""219866""}, {""id""=>119, ""name""=>""Agranular insular area, ventral part"", ""abbreviation""=>""AIv"", ""color""=>""219866""}, {""id""=>1057, ""name""=>""Gustatory areas"", ""abbreviation""=>""GU"", ""color""=>""009C75""}]",5,2.17735,494069,false,http://connectivity.brain-map.org/projection/experiment/184168899
479981981,Emx1-IRES-Cre-194297,385,VISp,Primary visual area,08858C,B6;129,Emx1-IRES-Cre,F,"[9340, 1560, 2060]",0.214155,"[{""id""=>385, ""name""=>""Primary visual area"", ""abbreviation""=>""VISp"", ""color""=>""08858C""}, {""id""=>409, ""name""=>""Lateral visual area"", ""abbreviation""=>""VISl"", ""color""=>""08858C""}]",36,2.17501,493401,false,http://connectivity.brain-map.org/projection/experiment/479981981
249402048,Rbp4-Cre_KL100-217,345,SSp-m,"Primary somatosensory area, mouth",188064,B6.Cg,Rbp4-Cre_KL100,M,"[4660, 2890, 8820]",0.328248,"[{""id""=>104, ""name""=>""Agranular insular area, dorsal part"", ""abbreviation""=>""AId"", ""color""=>""219866""}, {""id""=>111, ""name""=>""Agranular insular area, posterior part"", ""abbreviation""=>""AIp"", ""color""=>""219866""}, {""id""=>345, ""name""=>""Primary somatosensory area, mouth"", ""abbreviation""=>""SSp-m"", ""color""=>""188064""}, {""id""=>378, ""name""=>""Supplemental somatosensory area"", ""abbreviation""=>""SSs"", ""color""=>""188064""}, {""id""=>677, ""name""=>""Visceral area"", ""abbreviation""=>""VISC"", ""color""=>""11AD83""}, {""id""=>1057, ""name""=>""Gustatory areas"", ""abbreviation""=>""GU"", ""color""=>""009C75""}]",5,2.17259,486734,false,http://connectivity.brain-map.org/projection/experiment/249402048
128001349,378-1324,294,SCm,"Superior colliculus, motor related",FF90FF,C57BL/6J,"",M,"[9510, 1740, 6650]",0.286288,"[{""id""=>294, ""name""=>""Superior colliculus, motor related"", ""abbreviation""=>""SCm"", ""color""=>""FF90FF""}, {""id""=>302, ""name""=>""Superior colliculus, sensory related"", ""abbreviation""=>""SCs"", ""color""=>""FF7AFF""}, {""id""=>879, ""name""=>""Retrosplenial area, dorsal part"", ""abbreviation""=>""RSPd"", ""color""=>""1AA698""}, {""id""=>894, ""name""=>""Retrosplenial area, lateral agranular part"", ""abbreviation""=>""RSPagl"", ""color""=>""1AA698""}]",5,2.16815,490963,false,http://connectivity.brain-map.org/projection/experiment/128001349
166271142,A930038C07Rik-Tg1-Cre-3792,886,RSPv,"Retrosplenial area, ventral part",1AA698,B6.Cg,A930038C07Rik-Tg1-Cre,F,"[7560, 770, 5840]",0.136716,"[{""id""=>886, ""name""=>""Retrosplenial area, ventral part"", ""abbreviation""=>""RSPv"", ""color""=>""1AA698""}]",5,2.15603,495373,false,http://connectivity.brain-map.org/projection/experiment/166271142
287495026,Cux2-IRES-Cre-3797,409,VISl,Lateral visual area,08858C,B6.Cg,Cux2-IRES-Cre,F,"[8920, 2300, 9250]",0.106035,"[{""id""=>409, ""name""=>""Lateral visual area"", ""abbreviation""=>""VISl"", ""color""=>""08858C""}, {""id""=>312782574, ""name""=>""Laterointermediate area"", ""abbreviation""=>""VISli"", ""color""=>""08858C""}]",5,2.15368,496861,false,http://connectivity.brain-map.org/projection/experiment/287495026
120875111,378-1232,149,PVT,Paraventricular nucleus of the thalamus,FF909F,C57BL/6J,"",M,"[6530, 3310, 5300]",0.123448,"[{""id""=>149, ""name""=>""Paraventricular nucleus of the thalamus"", ""abbreviation""=>""PVT"", ""color""=>""FF909F""}, {""id""=>186, ""name""=>""Lateral habenula"", ""abbreviation""=>""LH"", ""color""=>""FF909F""}, {""id""=>362, ""name""=>""Mediodorsal nucleus of thalamus"", ""abbreviation""=>""MD"", ""color""=>""FF909F""}]",5,2.14988,496594,false,http://connectivity.brain-map.org/projection/experiment/120875111
138058320,378-1334,342,SI,Substantia innominata,A2B1D8,C57BL/6J,"",M,"[6000, 5620, 7450]",0.225026,"[{""id""=>23, ""name""=>""Anterior amygdalar area"", ""abbreviation""=>""AAA"", ""color""=>""80C0E2""}, {""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>298, ""name""=>""Magnocellular nucleus"", ""abbreviation""=>""MA"", ""color""=>""A2B1D8""}, {""id""=>342, ""name""=>""Substantia innominata"", ""abbreviation""=>""SI"", ""color""=>""A2B1D8""}, {""id""=>369, ""name""=>""Primary somatosensory area, upper limb"", ""abbreviation""=>""SSp-ul"", ""color""=>""188064""}, {""id""=>403, ""name""=>""Medial amygdalar nucleus"", ""abbreviation""=>""MEA"", ""color""=>""80C0E2""}, {""id""=>536, ""name""=>""Central amygdalar nucleus"", ""abbreviation""=>""CEA"", ""color""=>""80C0E2""}, {""id""=>619, ""name""=>""Nucleus of the lateral olfactory tract"", ""abbreviation""=>""NLOT"", ""color""=>""95E4C8""}, {""id""=>998, ""name""=>""Fundus of striatum"", ""abbreviation""=>""FS"", ""color""=>""80CDF8""}]",5,2.14524,490589,false,http://connectivity.brain-map.org/projection/experiment/138058320
113166056,378-1100,726,DG,Dentate gyrus,7ED04B,C57BL/6J,"",M,"[8550, 4650, 8220]",0.146905,"[{""id""=>463, ""name""=>""Field CA3"", ""abbreviation""=>""CA3"", ""color""=>""7ED04B""}, {""id""=>726, ""name""=>""Dentate gyrus"", ""abbreviation""=>""DG"", ""color""=>""7ED04B""}]",5,2.14505,491709,false,http://connectivity.brain-map.org/projection/experiment/113166056
479982715,Emx1-IRES-Cre-194298,385,VISp,Primary visual area,08858C,B6;129,Emx1-IRES-Cre,F,"[8950, 1630, 2160]",0.183132,"[{""id""=>385, ""name""=>""Primary visual area"", ""abbreviation""=>""VISp"", ""color""=>""08858C""}, {""id""=>409, ""name""=>""Lateral visual area"", ""abbreviation""=>""VISl"", ""color""=>""08858C""}, {""id""=>502, ""name""=>""Subiculum"", ""abbreviation""=>""SUB"", ""color""=>""4FC244""}]",36,2.14467,491141,false,http://connectivity.brain-map.org/projection/experiment/479982715
267657327,Gpr26-Cre_KO250-106,394,VISam,Anteromedial visual area,08858C,unknown,Gpr26-Cre_KO250,M,"[7620, 960, 7260]",0.084597,"[{""id""=>394, ""name""=>""Anteromedial visual area"", ""abbreviation""=>""VISam"", ""color""=>""08858C""}, {""id""=>312782546, ""name""=>""Anterior area"", ""abbreviation""=>""VISa"", ""color""=>""009FAC""}]",5,2.14335,496983,false,http://connectivity.brain-map.org/projection/experiment/267657327
127090378,Pvalb-IRES-Cre-4977,262,RT,Reticular nucleus of the thalamus,FF909F,B6.129,Pvalb-IRES-Cre,M,"[6020, 4070, 7230]",0.131566,"[{""id""=>262, ""name""=>""Reticular nucleus of the thalamus"", ""abbreviation""=>""RT"", ""color""=>""FF909F""}, {""id""=>629, ""name""=>""Ventral anterior-lateral complex of the thalamus"", ""abbreviation""=>""VAL"", ""color""=>""FF8084""}, {""id""=>718, ""name""=>""Ventral posterolateral nucleus of the thalamus"", ""abbreviation""=>""VPL"", ""color""=>""FF8084""}, {""id""=>733, ""name""=>""Ventral posteromedial nucleus of the thalamus"", ""abbreviation""=>""VPM"", ""color""=>""FF8084""}]",5,2.13777,495541,false,http://connectivity.brain-map.org/projection/experiment/127090378
300642574,Rbp4-Cre_KL100-123748,930,PF,Parafascicular nucleus,FF909F,unknown,Rbp4-Cre_KL100,F,"[7790, 3690, 6200]",0.120326,"[{""id""=>128, ""name""=>""Midbrain reticular nucleus"", ""abbreviation""=>""MRN"", ""color""=>""FF90FF""}, {""id""=>215, ""name""=>""Anterior pretectal nucleus"", ""abbreviation""=>""APN"", ""color""=>""FF90FF""}, {""id""=>294, ""name""=>""Superior colliculus, motor related"", ""abbreviation""=>""SCm"", ""color""=>""FF90FF""}, {""id""=>634, ""name""=>""Nucleus of the posterior commissure"", ""abbreviation""=>""NPC"", ""color""=>""FF90FF""}, {""id""=>795, ""name""=>""Periaqueductal gray"", ""abbreviation""=>""PAG"", ""color""=>""FF90FF""}, {""id""=>930, ""name""=>""Parafascicular nucleus"", ""abbreviation""=>""PF"", ""color""=>""FF909F""}]",5,2.13116,488683,false,http://connectivity.brain-map.org/projection/experiment/300642574
